name,topic,policy_statement,stance_score,quote
Sofi Noakes,Environment & Sustainability,"Supports environmental protection and climate action — including conservation, energy transition, or sustainable development practices.",2,"Accelerating the completion of an offshore wind farm, that will also generate new revenues, improve energy security, create high paying jobs and deliver cheaper energy. Investment in green skills and training to ensure that the whole community benefits from a net zero future."
David Nussbaumer,Housing,"Supports building more affordable and accessible housing across the island, including rental and ownership options.",1,I am dismayed at the ongoing fiasco such as Leale’s Yard and the ridiculous zoning such as Heritage of the Castel Hospital which should be reversed now. All unoccupied buildings should be taxed at such a rate so as to ensure they are occupied.
David Nussbaumer,Healthcare,"Supports increased funding, staffing, or reform of the healthcare system, including mental health services and primary care.",-1,"We have no option but to support our ageing population, but health costs will soon prove to be more than we can afford. We must investigate compulsory health insurance schemes. We must also ensure we run our health service as efficiently as it can be."
David Nussbaumer,Education,"Supports improving access, quality, or investment in education — including the structure of secondary and post-16 education.",1,"The closing of the Grammar School was a disaster, both educationally and for social mobility. We need to look again at providing better education opportunities for those who have lost out by these changes."
David Nussbaumer,Taxation & Public Finance,"Supports reforms to the tax system — including introducing new taxes (e.g. GST), changing income or company tax rates, or broadening the tax base to fund public services.",0,I say No to GST or increasing Income Tax. We must be more efficient. Those of us who work in the Private Sector can see clearly that there is too much waste in the Public Sector. We can cut States spending.
David Nussbaumer,Economy & Business,"Supports initiatives to stimulate the economy — including small business support, diversification, investment incentives, and economic growth policies.",1,"We should look to create both a deep-water berth for cruise liners, and a non-tidal marina for larger pleasure boats. Let private enterprise pay for it in return for long-term leases."
David Nussbaumer,Employment & Skills,"Supports improving workforce readiness through skills training, job creation, or workforce support programmes.",1,"We must encourage workers who contribute so much to our various employment sectors to feel welcome. We cannot manage without them, but we must also ensure that our Health, Housing and Education Sectors are not over-burdened."
David Nussbaumer,Transport & Connectivity,"Supports improving transport links — including air/sea travel affordability, reliability, and access.",1,"If we are so lavish in our support of the Bus service, why are we demanding Aurigny make a profit? It should be run efficiently, but it should be seen as the gateway to Guernsey PLC."
David Nussbaumer,Social Care & Community Wellbeing,"Supports investment in services that protect vulnerable people — including care for the elderly, social housing, community outreach, and wellbeing programmes.",0,"We have no option but to support our ageing population, but health costs will soon prove to be more than we can afford."
David Nussbaumer,Governance & Political Reform,"Supports reforms to how government operates — including transparency, efficiency, States reform, and public engagement.",1,"We witness endless debates, and most seem to end up with no real conclusion. We need a slimline States. With effect from 2029 Election I would reduce the number of States members to 25, comprising 24 Deputies and 1 Alderney Representative."
David Nussbaumer,Environment & Sustainability,"Supports environmental protection and climate action — including conservation, energy transition, or sustainable development practices.",0,No clear stance or quote on this topic.
Victoria Oliver,Housing,"Supports building more affordable and accessible housing across the island, including rental and ownership options.",2,"Everyone agrees we need more homes, but we must build in the right places. I support growth that meets demand while protecting our unique environment and community character. We should prioritise using brown field sites and build up instead of out. Help first-time buyers: By providing grants or loans for first-time buyers struggling with deposits. I think it is a travesty our children are leaving the island because they cannot afford to live here."
Victoria Oliver,Healthcare,"Supports increased funding, staffing, or reform of the healthcare system, including mental health services and primary care.",2,"Health is a strong personal issue to me. The rising cost of medication is placing increasing pressure on both patients and the health budget. Recruitment and retention of healthcare professionals must be a top priority by training our own nurses. We must invest in frontline services to ensure timely access to hospital operations, and mental health support."
Victoria Oliver,Education,"Supports improving access, quality, or investment in education — including the structure of secondary and post-16 education.",2,"Every child in Guernsey deserves access to a high-quality, modern education that prepares them for life and a rapidly changing world of work. We must finish the job of delivering a stable, well-resourced secondary school model, with proper investment in facilities, staff, and support services."
Victoria Oliver,Taxation & Public Finance,"Supports reforms to the tax system — including introducing new taxes (e.g. GST), changing income or company tax rates, or broadening the tax base to fund public services.",1,"Guernsey plans to introduce a 5% Goods and Services Tax (GST) from July 2027 as part of a wider tax reform package, which includes income tax cuts for lower earners and changes to social security contributions. I supported the introduction of GST because, after careful consideration, it was the only viable option to keep Guernsey competitive and financially stable."
Victoria Oliver,Economy & Business,"Supports initiatives to stimulate the economy — including small business support, diversification, investment incentives, and economic growth policies.",2,"Ensuring value for money is ingrained in everything I do. We can only spend what we can afford. Being a small Island, we need to work harder to ensure value for money. We need to build on our strengths while embracing new opportunities. Invest in skills and people - A strong economy starts with a skilled, adaptable workforce."
Victoria Oliver,Employment & Skills,"Supports improving workforce readiness through skills training, job creation, or workforce support programmes.",1,"Invest in skills and people - A strong economy starts with a skilled, adaptable workforce. We must manage inward migration carefully to protect our infrastructure, housing, and quality of life, while still welcoming off-island skills that our economy needs."
Victoria Oliver,Transport & Connectivity,"Supports improving transport links — including air/sea travel affordability, reliability, and access.",1,"We need reliable transport from Aurigny and Brittany Ferries. When we book a flight or ferry, we expect it to run. Fast internet and secure energy are also essentials."
Victoria Oliver,Social Care & Community Wellbeing,"Supports investment in services that protect vulnerable people — including care for the elderly, social housing, community outreach, and wellbeing programmes.",2,"As our population ages, we must plan for the future of social care - ensuring dignity, choice, and proper support for older islanders to ensure they are not forced to sell their homes for long term care."
Victoria Oliver,Governance & Political Reform,"Supports reforms to how government operates — including transparency, efficiency, States reform, and public engagement.",1,"I would like to evolve our system of government to a presidential-style system, the government would give the chief minister greater executive power, allowing them to choose their own cabinet or team of ministers. This centralisation of authority means the Chief Minister can act more decisively and implement policies more efficiently."
Victoria Oliver,Environment & Sustainability,"Supports environmental protection and climate action — including conservation, energy transition, or sustainable development practices.",2,"Protecting the environment must be practical. We need to invest in a greener future. Deliver on the Climate Change Action Plan while balancing economic stability and fairness. Climate change affects our coastlines, our infrastructure and our way of life. We need to improve the flood defences to protect the built environment."
George Oswald,Housing,"Supports building more affordable and accessible housing across the island, including rental and ownership options.",-1,"I totally agree with with Mark about the view that our housing needs have changed over the years. As Tony Gallienne said in his book, there have been two housing crises in the past, one after the war and one in the mid 60s, both solved by building a large amount of social housing but there's no money for that."
George Oswald,Healthcare,"Supports increased funding, staffing, or reform of the healthcare system, including mental health services and primary care.",2,"Guernsey through one of its most critical challenges: ensuring a sustainable, effective, and compassionate healthcare system."
George Oswald,Education,"Supports improving access, quality, or investment in education — including the structure of secondary and post-16 education.",0,"Our current secondary model may not be ideal, but further upheaval would harm students. We need to make it work - and build a working group of educators, government, and industry leaders to plan for the future."
George Oswald,Taxation & Public Finance,"Supports reforms to the tax system — including introducing new taxes (e.g. GST), changing income or company tax rates, or broadening the tax base to fund public services.",1,"Guernsey is becoming a tale of two islands - the haves and the have-nots. We need: More efficient tax collection. A broader tax base to ‘balance the books’. Some form of consumption tax seems inevitable, but, tiered, with higher rates on conspicuous consumption. But most importantly - no extra burden on those already struggling."
George Oswald,Economy & Business,"Supports initiatives to stimulate the economy — including small business support, diversification, investment incentives, and economic growth policies.",1,"I am well informed of the difficulties in Housing, Climate, the economy, and Fiscal Sustainability."
George Oswald,Employment & Skills,"Supports improving workforce readiness through skills training, job creation, or workforce support programmes.",1,"Plan for future staffing, tackling recruitment and retention issues"
George Oswald,Transport & Connectivity,"Supports improving transport links — including air/sea travel affordability, reliability, and access.",0,No specific stance or quote found in the text
George Oswald,Social Care & Community Wellbeing,"Supports investment in services that protect vulnerable people — including care for the elderly, social housing, community outreach, and wellbeing programmes.",2,Fast-track social care reform so elderly patients aren’t stuck in hospital
George Oswald,Governance & Political Reform,"Supports reforms to how government operates — including transparency, efficiency, States reform, and public engagement.",1,"Throughout my professional career, I have been a ‘team worker’, as this is the basis for sound decision making in complex issues."
George Oswald,Environment & Sustainability,"Supports environmental protection and climate action — including conservation, energy transition, or sustainable development practices.",0,"I am well informed of the difficulties in Housing, Climate, the economy, and Fiscal Sustainability."
Jayne Ozanne,Housing,"Supports building more affordable and accessible housing across the island, including rental and ownership options.",2,"Guernsey should have adequate and affordable housing, so that home ownership becomes a reality for younger islanders. To support this, I want to give you the choice to use the first 10 years of your secondary pension contributions - matched by your employer - for a deposit to enable you to buy your first house. Owning or renting a house is currently a pipedream for many. The housing crisis is directly related to scarcity of viable land and the availability of skilled labour. It’s time for the States to address this head on and find creative ways of working with landowners and developers to build more homes and better utilise our housing stock."
Jayne Ozanne,Healthcare,"Supports increased funding, staffing, or reform of the healthcare system, including mental health services and primary care.",1,"Access to healthcare at the point of need is still too high a cost for many, particularly those who need to see a GP or go to A&E. The ideas set out in the Partnership of Purpose Plan should be revisited and a form of means testing considered."
Jayne Ozanne,Education,"Supports improving access, quality, or investment in education — including the structure of secondary and post-16 education.",1,"The world is changing and so are the skills you need to navigate the future. I want to introduce a Key Worker Retention Plan for teachers, so you have consistent support in developing these skills."
Jayne Ozanne,Taxation & Public Finance,"Supports reforms to the tax system — including introducing new taxes (e.g. GST), changing income or company tax rates, or broadening the tax base to fund public services.",1,This requires a fair and competitive tax system that removes unfair tax caps and provides targeted support to the vulnerable in ways that mitigate the cost of living.
Jayne Ozanne,Economy & Business,"Supports initiatives to stimulate the economy — including small business support, diversification, investment incentives, and economic growth policies.",1,"We have the talent, wisdom, skills and experience to grow our economy and create new industries, leveraging our unique strength – we’ve done it many times before."
Jayne Ozanne,Employment & Skills,"Supports improving workforce readiness through skills training, job creation, or workforce support programmes.",1,"Re-establish a balanced workforce, ensuring a more even spread of both ages and skills."
Jayne Ozanne,Transport & Connectivity,"Supports improving transport links — including air/sea travel affordability, reliability, and access.",1,"Travelling on/off the island has become highly unpredictable, impacting our holiday, business and medical travel plans. It is also prohibitively expensive for many. Whilst disruptions are inevitable, we need better resilience, consumer service and communication to protect our island’s reputation."
Jayne Ozanne,Social Care & Community Wellbeing,"Supports investment in services that protect vulnerable people — including care for the elderly, social housing, community outreach, and wellbeing programmes.",2,"Many of you worry about who will be there to help look after you in your later years. I will strive to ensure there are appropriate standards of care to protect you at home and in the community, and sufficient care providers to manage the rising demand."
Jayne Ozanne,Governance & Political Reform,"Supports reforms to how government operates — including transparency, efficiency, States reform, and public engagement.",1,Rebuild trust and respect in politics by improving accountability and communication.
Jayne Ozanne,Environment & Sustainability,"Supports environmental protection and climate action — including conservation, energy transition, or sustainable development practices.",1,The impact of climate change is going to affect your generation the most. I believe Guernsey is a prime location for renewable energy and a place to farm bio-diverse products. I believe we should also explore new sustainable forms of housing – encouraging fresh innovative approaches.
Rob Prow,Housing,"Supports building more affordable and accessible housing across the island, including rental and ownership options.",2,Just about everyone agrees there is a housing crisis. The dream for families to own a home is disappearing and rents are becoming unaffordable. We are not building enough houses and government policies are not working. This crisis must first and foremost be viewed through the lens of local residents. States owned land and buildings must come into the equation. A scheme of truly affordable loans to first time buyers needs to be brought into government scope. The work of our excellent Guernsey Housing Association must also continue to be supported.
Rob Prow,Healthcare,"Supports increased funding, staffing, or reform of the healthcare system, including mental health services and primary care.",1,"Making public services (including Health) sustainable and fit for purpose, remain unresolved."
Rob Prow,Education,"Supports improving access, quality, or investment in education — including the structure of secondary and post-16 education.",2,"To keep the economy and front-line requirements going, we need to attract more local people into our businesses, industries and public services. We must orientate education and our workforce toward filling our recruitment demands focusing on Guernsey's residents. More emphasis must be channelled into our excellent Guernsey Institute, due to benefit from an essential new facility next term."
Rob Prow,Taxation & Public Finance,"Supports reforms to the tax system — including introducing new taxes (e.g. GST), changing income or company tax rates, or broadening the tax base to fund public services.",2,"Our economy is in dire straits. We have failed to agree a viable fiscal policy and have amassed a huge deficit. From the get-go, we must set fiscal policy. It must include the implementation of the finally agreed progressive tax package, or one similar, mitigated by lowering income tax on the first £30k and reforming social insurance contributions rendering them less regressive."
Rob Prow,Economy & Business,"Supports initiatives to stimulate the economy — including small business support, diversification, investment incentives, and economic growth policies.",2,Our economy desperately needs fixing. We have not set a viable fiscal policy for two terms and are in a deficit. The economy can only grow if government invests in vital crumbling infrastructure.
Rob Prow,Employment & Skills,"Supports improving workforce readiness through skills training, job creation, or workforce support programmes.",2,"To achieve economic growth, we must develop education and upskill our local workforce. We must orientate education and our workforce toward filling our recruitment demands focusing on Guernsey's residents."
Rob Prow,Transport & Connectivity,"Supports improving transport links — including air/sea travel affordability, reliability, and access.",0,No specific stance on transport and connectivity mentioned in the text.
Rob Prow,Social Care & Community Wellbeing,"Supports investment in services that protect vulnerable people — including care for the elderly, social housing, community outreach, and wellbeing programmes.",1,"Government must continue to build on the extensive initiatives this term, such as fighting crime and protecting victims, in particular tackling domestic abuse and sexual violence, the provision of the Sexual Assault Referral Centre, tackling cybercrime and online safety and transforming the Criminal Justice system."
Rob Prow,Governance & Political Reform,"Supports reforms to how government operates — including transparency, efficiency, States reform, and public engagement.",2,We must reform our system of government - Committee politics has passed its sell by date. Our Committee system of silo government is broken and no longer fit for purpose. This is evidenced by the lack of colligate action and procrastination around the major issues that beset us.
Rob Prow,Environment & Sustainability,"Supports environmental protection and climate action — including conservation, energy transition, or sustainable development practices.",0,No specific stance on environment and sustainability mentioned in the text.
Sally Rochester,Housing,"Supports building more affordable and accessible housing across the island, including rental and ownership options.",2,"Housing affordability and supply are at crisis levels. This is not sustainable, especially for young people, essential workers and businesses trying to recruit. We need an integrated approach to housing that includes: Accelerating delivery of affordable and key worker homes; Supporting shared equity and other first-time buyer schemes; Streamlining planning policies; and Better use of States-owned land for housing and infrastructure."
Sally Rochester,Healthcare,"Supports increased funding, staffing, or reform of the healthcare system, including mental health services and primary care.",2,"Long-term health outcomes are critical not just for individual wellbeing, but for productivity, workforce resilience, and future public spending. We know that we have an ageing demographic and are already seeing a significant increase in health care costs as a result of that population change. The 2023 Wellbeing Survey shows rising rates of obesity in adults and mental health concerns. We must respond strategically: Support community-based preventative health and lifestyle programmes; Improve access to mental health services; Integrate health planning into housing, transport, and education decisions; and Develop workforce wellbeing initiatives in partnership with employers"
Sally Rochester,Education,"Supports improving access, quality, or investment in education — including the structure of secondary and post-16 education.",2,"I believe access to high quality education is critical for our quality of life and our economic success. Starting with high quality, affordable pre-school childcare and building through the educational pathway to accessible, relevant adult learning we must design and deliver: A relevant curriculum for future individual, business and broader community needs; Appropriate resourcing of delivery and support through excellent teaching and considered use of technology; A holistic programme of support for our students; and The development of partnerships across the educational sector and beyond to create a community approach to education."
Sally Rochester,Taxation & Public Finance,"Supports reforms to the tax system — including introducing new taxes (e.g. GST), changing income or company tax rates, or broadening the tax base to fund public services.",1,"We must work towards a sustainable public finance model that enables investment in the foundations of a strong society, housing, healthcare, education, and infrastructure, while protecting future generations from unsustainable debt or decline. The recent fiscal policy report makes it clear that Guernsey faces a structural deficit that must be addressed. We cannot delay action. I support the creation of a comprehensive, evidence-based fiscal strategy that includes: Identifying cost efficiencies and improving service delivery without compromising outcomes; Ensuring we have sustainable and fair revenue streams; and Prioritising policies that support economic activity, reduce regulatory friction, and enable innovation."
Sally Rochester,Economy & Business,"Supports initiatives to stimulate the economy — including small business support, diversification, investment incentives, and economic growth policies.",1,"When we focus on outcomes like equal opportunity for all and a healthy environment, and use evidence to track outcomes, we make better decisions for the long term. These outcomes drive productivity, reduce future public costs, and support a thriving economy."
Sally Rochester,Employment & Skills,"Supports improving workforce readiness through skills training, job creation, or workforce support programmes.",1,"A vision that brings together population strategy, infrastructure planning, housing, using technology to our advantage, caring for our natural environment and workforce development. This isn’t just about economic growth, it’s about ensuring our islands remain prosperous, liveable, and competitive for future generations."
Sally Rochester,Transport & Connectivity,"Supports improving transport links — including air/sea travel affordability, reliability, and access.",0,No specific mention of transport and connectivity in the text.
Sally Rochester,Social Care & Community Wellbeing,"Supports investment in services that protect vulnerable people — including care for the elderly, social housing, community outreach, and wellbeing programmes.",1,"I believe public policy is at its best when it is shaped in partnership with the people it affects. I will advocate for the considered use of: I will bring professionalism and pragmatism to the States, working constructively with others, regardless of background or politics."
Sally Rochester,Governance & Political Reform,"Supports reforms to how government operates — including transparency, efficiency, States reform, and public engagement.",2,"Better governance means better decision making. I will support reforms that improve communication between government and citizens, including accessible data, clearer reporting, and more effective consultation on key policy areas. Guernsey’s political structure is not delivering the strategic direction or decision-making pace required. I support clearer responsibilities, better accountability, and stronger coordination between committees. This is essential for improving the quality, speed and efficiency of government decisions."
Sally Rochester,Environment & Sustainability,"Supports environmental protection and climate action — including conservation, energy transition, or sustainable development practices.",2,"Driven by a passion for sustainable development, I began a Master’s in Sustainable Leadership in 2023. This learning inspired me to launch the Channel Islands Sustainable Business Conference, aimed at equipping business leaders with the tools and insight to contribute meaningfully to both our community and the planet. I’m also collaborating with like-minded individuals to create a Guernsey Sustainability Commission which is another step toward a more resilient island, ready to prosper in the future."
Tom Rylatt,Housing,"Supports building more affordable and accessible housing across the island, including rental and ownership options.",2,"Backing first time buyers by implementing the ‘Additional Earned Allowance’. This will allow all over 16 year-olds to save up to £20,000 in tax on the first £100,000 of their taxable earnings before the age of 30. The allowance would go towards either a house deposit or eligible pension scheme. Stabilising the rental market. By introducing incentives that increase the supply of rental properties and set out clear rights for landlords and tenants."
Tom Rylatt,Healthcare,"Supports increased funding, staffing, or reform of the healthcare system, including mental health services and primary care.",1,"Making mental health a priority by appointing a political lead as Mental Health Champion to work across government and with the charity sector. Focusing on key issues that matter to the community, such as the cost and accessibility of repeat prescriptions for long-term health conditions."
Tom Rylatt,Education,"Supports improving access, quality, or investment in education — including the structure of secondary and post-16 education.",1,"Fast-tracking the primary review to improve standards, ease teacher workloads, and streamline the system. This will also free up funds to invest in other priorities such as special educational needs and improving maths outcomes. As new technologies, such as AI, change our world, we need a responsive education system that enables everyone to continue learning by introducing opportunities to help adults upskill."
Tom Rylatt,Taxation & Public Finance,"Supports reforms to the tax system — including introducing new taxes (e.g. GST), changing income or company tax rates, or broadening the tax base to fund public services.",1,"To do this, we must create a fairer and more sustainable tax system, one that ensures business and high net worth individuals pay their fair share before a consumption tax (such as GST) is imposed on islanders."
Tom Rylatt,Economy & Business,"Supports initiatives to stimulate the economy — including small business support, diversification, investment incentives, and economic growth policies.",1,Investing to ensure reliable and affordable inter-island and UK sea and air connectivity. Enabling islanders returning to Guernsey to work in public services with a ‘Welcome Home’ relocation package equal to that for non-locals.
Tom Rylatt,Employment & Skills,"Supports improving workforce readiness through skills training, job creation, or workforce support programmes.",1,"As new technologies, such as AI, change our world, we need a responsive education system that enables everyone to continue learning by introducing opportunities to help adults upskill. While also ensuring our Population Management policy is linked to remaining skills gaps."
Tom Rylatt,Transport & Connectivity,"Supports improving transport links — including air/sea travel affordability, reliability, and access.",1,Investing to ensure reliable and affordable inter-island and UK sea and air connectivity.
Tom Rylatt,Social Care & Community Wellbeing,"Supports investment in services that protect vulnerable people — including care for the elderly, social housing, community outreach, and wellbeing programmes.",1,Ending homelessness by providing emergency housing and creating clear pathways out of homelessness.
Tom Rylatt,Governance & Political Reform,"Supports reforms to how government operates — including transparency, efficiency, States reform, and public engagement.",1,"Enacting a freedom of information law. Giving islanders a right to know what our government does and how it spends our money. Visually broadcasting and livestreaming States debates. To improve transparency, incentivise better conduct, and open up the democratic process to a new audience."
Tom Rylatt,Environment & Sustainability,"Supports environmental protection and climate action — including conservation, energy transition, or sustainable development practices.",1,"Accelerating the completion of an offshore wind farm, that will also generate new revenues, improve energy security, create high paying jobs and deliver cheaper energy. Investment in green skills and training to ensure that the whole community benefits from a net zero future."
Steph Shore,Housing,"Supports building more affordable and accessible housing across the island, including rental and ownership options.",2,"Affordable housing should be prioritised, with a focus on building homes for locals rather than investments."
Steph Shore,Healthcare,"Supports increased funding, staffing, or reform of the healthcare system, including mental health services and primary care.",0,
Steph Shore,Education,"Supports improving access, quality, or investment in education — including the structure of secondary and post-16 education.",1,Extend school hours to include after school clubs to teach life skills which will also enable working parents/guardians to save on childcare costs and those who would like to work more hours.
Steph Shore,Taxation & Public Finance,"Supports reforms to the tax system — including introducing new taxes (e.g. GST), changing income or company tax rates, or broadening the tax base to fund public services.",1,Review of the local and non-local contributions so that both should contribute equally to the local economy.
Steph Shore,Economy & Business,"Supports initiatives to stimulate the economy — including small business support, diversification, investment incentives, and economic growth policies.",0,
Steph Shore,Employment & Skills,"Supports improving workforce readiness through skills training, job creation, or workforce support programmes.",1,Review of current legislation for non-locals working on the Island when locals have the knowledge and expertise to carry out the same work.
Steph Shore,Transport & Connectivity,"Supports improving transport links — including air/sea travel affordability, reliability, and access.",0,
Steph Shore,Social Care & Community Wellbeing,"Supports investment in services that protect vulnerable people — including care for the elderly, social housing, community outreach, and wellbeing programmes.",1,Review of the safety nets in place to protect and ensure benefit support for those that are in genuine need of the services.
Steph Shore,Governance & Political Reform,"Supports reforms to how government operates — including transparency, efficiency, States reform, and public engagement.",1,Overturn the current ruling.
Steph Shore,Environment & Sustainability,"Supports environmental protection and climate action — including conservation, energy transition, or sustainable development practices.",0,
Andy Sloane,Housing,"Supports building more affordable and accessible housing across the island, including rental and ownership options.",1,I support sensible housing policy to increase supply and think some of the ideas in the Future Guernsey manifesto are a good start.
Andy Sloane,Healthcare,"Supports increased funding, staffing, or reform of the healthcare system, including mental health services and primary care.",0,No specific stance on healthcare was found in the candidate's text.
Andy Sloane,Education,"Supports improving access, quality, or investment in education — including the structure of secondary and post-16 education.",-1,We’ve got a housing crisis. Education is in disarray.
Andy Sloane,Taxation & Public Finance,"Supports reforms to the tax system — including introducing new taxes (e.g. GST), changing income or company tax rates, or broadening the tax base to fund public services.",-1,Our tax burden keeps rising: public spending has grown faster than the economy for more than a decade.
Andy Sloane,Economy & Business,"Supports initiatives to stimulate the economy — including small business support, diversification, investment incentives, and economic growth policies.",1,We have to restore confidence in our economy and rebuild trust in our politics to create the decent opportunities the next generation deserve.
Andy Sloane,Employment & Skills,"Supports improving workforce readiness through skills training, job creation, or workforce support programmes.",0,No specific stance on employment & skills was found in the candidate's text.
Andy Sloane,Transport & Connectivity,"Supports improving transport links — including air/sea travel affordability, reliability, and access.",-1,Our unreliable air links are damaging the economy.
Andy Sloane,Social Care & Community Wellbeing,"Supports investment in services that protect vulnerable people — including care for the elderly, social housing, community outreach, and wellbeing programmes.",1,I believe in greater support of the arts and the creative economy - they're vital to our well-being.
Andy Sloane,Governance & Political Reform,"Supports reforms to how government operates — including transparency, efficiency, States reform, and public engagement.",2,"We have to get politics working again, fix public finances and kick-start growth. Politics should be about making things work - not box ticking bureaucracy."
Andy Sloane,Environment & Sustainability,"Supports environmental protection and climate action — including conservation, energy transition, or sustainable development practices.",1,I support affordable climate action.
Gavin St Pier,Housing,"Supports building more affordable and accessible housing across the island, including rental and ownership options.",2,"Introducing an Additional Earned Allowance for all over 16 year-olds on the first £100,000 of their taxable earnings before the age of 30, saving up to £20,000 tax for credit to a new tax-free Guernsey Property Savings Account (GPSA). Empowering developers to build more affordable houses for first-time buyers by creating a new ‘intermediate’ category of affordable housing (by using planning covenants to lock-in a 30% discount on market value.)"
Gavin St Pier,Healthcare,"Supports increased funding, staffing, or reform of the healthcare system, including mental health services and primary care.",2,"Making mental health a priority by appointing a political lead as Mental Health Champion to work across government and with the charity sector. Focusing on key issues that matter to the community, such as the cost and accessibility of repeat prescriptions for long-term health conditions."
Gavin St Pier,Education,"Supports improving access, quality, or investment in education — including the structure of secondary and post-16 education.",2,"Fast-tracking the primary review to improve standards, ease teacher workloads, and streamline the system. This will also free up funds to invest in other priorities such as special educational needs and improving maths outcomes. As new technologies, such as AI, change our world, we need a responsive education system that enables everyone to continue learning by introducing opportunities to help adults upskill."
Gavin St Pier,Taxation & Public Finance,"Supports reforms to the tax system — including introducing new taxes (e.g. GST), changing income or company tax rates, or broadening the tax base to fund public services.",2,"Delivering more efficient public services, including an annual 1% reduction in baseline spending, saving £25m each year by 2029. Fixing our broken tax administration, including removing the requirement to file income tax returns for the majority of taxpayers whose earnings have already been taxed at source. Improving corporate taxes, including working with Jersey to increase the zero/10 rate of tax to zero/15 and fairly taxing personal investment holding companies."
Gavin St Pier,Economy & Business,"Supports initiatives to stimulate the economy — including small business support, diversification, investment incentives, and economic growth policies.",2,"Investing to ensure reliable and affordable inter-island and UK connectivity. Allowing private investment and expertise in public infrastructure projects, such as the Guernsey Development Agency’s plans for the redevelopment of the St Sampson’s Harbour area, delivering these projects faster and more cost-effectively."
Gavin St Pier,Employment & Skills,"Supports improving workforce readiness through skills training, job creation, or workforce support programmes.",2,"Increasing the capacity of the building sector by growing our own local talent, for example by pioneering the ‘Design, Engineer, Construct’ pathway in local secondary schools –enabling young people to enter the construction industry."
Gavin St Pier,Transport & Connectivity,"Supports improving transport links — including air/sea travel affordability, reliability, and access.",2,Investing to ensure reliable and affordable inter-island and UK connectivity.
Gavin St Pier,Social Care & Community Wellbeing,"Supports investment in services that protect vulnerable people — including care for the elderly, social housing, community outreach, and wellbeing programmes.",2,Ending homelessness by providing emergency housing and creating clear pathways out of homelessness. Improving early-years assistance for parents and support for other working carers.
Gavin St Pier,Governance & Political Reform,"Supports reforms to how government operates — including transparency, efficiency, States reform, and public engagement.",2,"Increasing the speed of decision making and improving the chances of delivery as we will have a single position on the key issues, rather than up to 38 different positions."
Gavin St Pier,Environment & Sustainability,"Supports environmental protection and climate action — including conservation, energy transition, or sustainable development practices.",2,"Accelerating the completion of an offshore wind farm, that will also generate new revenues, improve energy security, create high paying jobs and deliver cheaper energy. Investment in skills and training to ensure that the whole community benefits from a net zero future."
Jennifer Strachan,Housing,"Supports building more affordable and accessible housing across the island, including rental and ownership options.",2,"Our limited land is precious, so we must maximise its productive use wherever possible. I will support policies to increase land for potential houses from redundant government buildings, contaminated land and land where planning applications have lapsed but not been built. It is unacceptable to have homelessness in Guernsey. Increased housing for our vulnerable and younger citizens is essential, and to achieve this, I would seek to prioritise efficient and innovative development, such as new build methods, specialist community housing, and more flats in town centres."
Jennifer Strachan,Healthcare,"Supports increased funding, staffing, or reform of the healthcare system, including mental health services and primary care.",2,"I will continue efforts to create efficiencies in Health and Social Care, by far our largest spending department. More joined-up thinking and service delivery should result in better outcomes for all. I will Support management and staff in using new and existing technology more effectively. I will explore raising local nursing wages and subsidies to increase take-up by locals and reduce agency costs. I will accelerate cost-effective charity partnerships to offer additional preventative support for mental and physical health, ensuring we can all live well and thrive."
Jennifer Strachan,Education,"Supports improving access, quality, or investment in education — including the structure of secondary and post-16 education.",2,"We must focus on improving educational quality and opportunities that best meet local requirements. This includes academic, technical, and apprenticeship streams, especially for vocational careers like teaching and nursing. Maths is the foundation of the financial and technical skills that many jobs require, and now needs priority at all age levels. I would support partnerships with businesses to improve numeracy and digital literacy in schools."
Jennifer Strachan,Taxation & Public Finance,"Supports reforms to the tax system — including introducing new taxes (e.g. GST), changing income or company tax rates, or broadening the tax base to fund public services.",1,"Good value for money is essential for all initiatives, and our books must be balanced over the medium term. This will require some difficult decisions, but I am committed to working towards a fair tax solution that ensures the poorest in society are protected."
Jennifer Strachan,Economy & Business,"Supports initiatives to stimulate the economy — including small business support, diversification, investment incentives, and economic growth policies.",2,"My priority will be developing a strong economy and better use of our resources. Our current economic stagnation impacts our ability to fund essential services. Investing in all our infrastructure, properly funded and managed, is key to new growth. I will support local businesses, which are at the heart of our island economy, to have more government contracts."
Jennifer Strachan,Employment & Skills,"Supports improving workforce readiness through skills training, job creation, or workforce support programmes.",2,"Guernsey should be one of the best places in the world to balance family and work, so I will push for flexible working initiatives and new parental leave legislation. Let’s increase support for those who want to retrain or return to work if circumstances change. AI and new technologies have the potential to transform our work and increase our productivity. With my expertise, I would push to improve workplace and entrepreneurship skills in partnership with local businesses."
Jennifer Strachan,Transport & Connectivity,"Supports improving transport links — including air/sea travel affordability, reliability, and access.",0,No specific stance on transport and connectivity was found in the candidate's text.
Jennifer Strachan,Social Care & Community Wellbeing,"Supports investment in services that protect vulnerable people — including care for the elderly, social housing, community outreach, and wellbeing programmes.",2,"Support for older patients post-treatment, facilitating their remaining in their homes, and developing cost-effective hybrid solutions for long-term care are urgently required. Much can be done within existing budgets to support the Partnership of Purpose policy."
